602  ìœè¨ñq                                                     2020ï‚ê≥    -7
20211017 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101710 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101711 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101712 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101713 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101714 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101715 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101716 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101717 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101718 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101719 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110171940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101720 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101721 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101722 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101723 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110172340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211018 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101810 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101811 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101812 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101813 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101814 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101815 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101816 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101817 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101818 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101819 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110181940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101820 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101821 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101822 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101823 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110182340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211019 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101910 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101911 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101912 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101913 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101914 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101915 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101916 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101917 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101918 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101919 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110191940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101920 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101921 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101922 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101923 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110192340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211020 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102010 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102011 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102012 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102013 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102014 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102015 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102016 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102017 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102018 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102019 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110201940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102020 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102021 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102022 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021102023 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110202340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211021 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
